DateTime,Date,MealType,Meal,Servings,Calories,Protein,Carbs,Fat
2025-11-19 16:45:56.891336,2025-11-19,Lunch,biryani,1.0,1000.0,10.0,0.0,0.0
2025-11-19 18:11:33.460244,2025-11-19,Breakfast,Wild Rice,5.0,605.0,27.3,121.55,3.05
2025-11-19 18:34:43.677404,2025-11-18,Breakfast,Bread,1.1,306.14000000000004,10.3684,54.8492,5.4708000000000006
2025-11-19 18:49:56.158950,2025-11-19,Snack,Bread Sticks,1.0,412.0,12.0,68.4,9.5
2025-11-19 18:50:37.901490,2025-11-18,Snack,Tea,2.000000000000001,270.8181818181819,5.062727272727275,63.611818181818215,0.3090909090909092
2025-11-19 18:50:57.850838,2025-11-18,Snack,Potato Chips,1.0,507.84615384615387,7.058461538461538,58.559230769230766,28.72615384615385
2025-11-19 18:24:50.633377,2025-11-17,Breakfast,Milk,1.0,163.36893203883494,6.340873786407768,20.746067961165046,6.294320388349514
2025-11-19 18:50:19.493889,2025-11-17,Snack,Bread,2.000000000000001,556.618181818182,18.85163636363637,99.72581818181824,9.946909090909095
2025-11-20 11:53:31.257154,2025-11-20,Breakfast,Bread,1.0,278.3090909090909,9.42581818181818,49.86290909090909,4.973454545454546
2025-11-20 11:53:39.773059,2025-11-20,Breakfast,Coffee,1.0,202.3333333333333,4.208,34.374,4.996
2025-11-20 12:43:27.837609,2025-11-20,Lunch,White Rice,2.000000000000001,499.0000000000002,9.233500000000005,97.25250000000004,7.874500000000004
2025-11-21 19:13:56.271765,2025-11-21,Lunch,White Rice,2.0,499.0,9.2335,97.2525,7.8745
2025-11-21 19:14:08.892526,2025-11-21,Snack,Butter,2.0,837.6111111111111,16.72388888888889,62.07666666666666,61.434444444444445
2025-11-28 19:18:46.779477,2025-11-28,Dinner,Chicken,3.0,527.7589285714286,46.425625,16.59125,29.78116071428571
2025-11-28 19:19:02.064835,2025-11-28,Dinner,White Rice,2.0,499.0,9.2335,97.2525,7.8745
